CID,SMILES,Estimated Log Kow ,Measured Log Kow  ,Estimated BP (oC),Estimated MP (oC),Estimated VP (mm Hg),Estimated VP (Pa),Estimated Water Sol. (mg/L),HLC (atm-m3/mole); Group Method (Based on Estimated Data),HLC (atm-m3/mole); Bond Method (Based on Estimated Data),Estimated Koc,Estimated Log Koc,BIOWIN1 (Linear Model) Probability ,BIOWIN2 (Non-Linear Model) Probability ,Estimated Atmospheric Oxidation (half-life-days),Indirect Photolysis (Half-Life-days); Measured,Estimated Ozone Reaction (half-life-days),Measured Ozone Reaction (half-life-days),Estimated Hydrolysis (half-life-days),Estimated BCF,Estimated Log BCF,Estimated Volatilization from Model River (half-life-hours),Estimated Volatilization from Model Lake (half-life-hours),STP Biodegradation (%),STP Sludge Adsorption (%),STP Volatilization (%),STP Total Removal (%),AWS_Air,AWS_Water,AWS_Soil,AWS_Sediments,Paws Score-Air,Paws-Score-Water,Paws-Score-Soil,Paws-Score-Sediments,Paws Score (Total),PEQC/aws (half-life-days),PEQC/aws Score,B Score (BCF),B Score (Log Kow),EXPaws Score (BCF),EXPaws Score (Log Kow),EXPEQC/aws Score (BCF),EXPEQC/aws Score (Log Kow),BIOWIN5 (Linear MITI Model) Probability,BIOWIN6 (Non-Linear MITI Model) Probability,BIOWIN3 numerical output ,BIOWIN4 numerical output,Ready biodegradability prediction,STP Total Removal (%) - default,STP Biodegradation (%) - default,STP Adsorption (%) - default,STP Volatilization (%) - default,Subcooled Liquid VP,WATERNT frag Water Sol estimate,KOAWIN LogKoa estimate,KOAWIN LogKoa measured,KOAWIN Log Kaw,AEROWIN Mackay Kp,AEROWIN Octanol/air Kp,AEROWIN Junge-Pankow phi,AEROWIN Mackay phi,AEROWIN Octanol/air phi
2345,C(C1=CC=CC=C1)(=O)OCC2=CC=CC=C2 ,3.54,3.97,317.89,70.75,0.000555,0.07399,15.39,2.34e-07,2.8e-06,2514.0,3.4,1.0769,0.9995,1.535,,0.0,,634.7,193.4,2.286,3647.0,39900.0,0.31,28.4,0.01,28.72,1.45,20.8,76.1,1.68,6677,20800,76100,1680,105257,23.6,429545,116040,794000,12214,83574,49844,341059,0.4509,0.4803,2.9144,3.7803,NO ,28.72,0.31,28.4,0.01,0.000224,20.002,7.911,,-3.941,0.0001,2e-05,0.00362,0.00797,0.0016
2346,C(C1=CC=CC=C1)N=C=S ,3.01,3.16,243.61,28.43,0.0355,4.733,153.1,,0.000251,398.7,2.601,0.8046,0.9364,1.851,,0.0,,,56.49,1.752,4.096,147.1,0.13,6.77,9.98,16.87,4.48,20.3,74.9,0.331,24877,20300,74900,331,120408,16.9,307576,33894,632000,4081,76098,10425,194388,0.2536,0.2132,2.8914,3.6374,NO ,16.87,0.13,6.77,9.98,0.0165,108.99,5.149,,-1.989,1.36e-06,3.46e-08,4.93e-05,0.000109,2.77e-06
2682,C(CCCCCCCCCCCCCCC)O ,6.73,,330.79,68.61,8.93e-06,0.001191,0.1495,0.000614,0.000299,4658.0,3.668,0.8993,0.926,0.4485,,0.0,,,544.4,2.736,21.19,361.8,0.78,92.9,0.01,93.68,1.03,22.0,74.5,2.49,1386,22000,74500,2490,100376,19.6,356061,326640,1000000,32787,100376,116304,356061,0.8936,0.9522,3.1217,3.8965,YES ,93.68,0.78,92.9,0.01,1.04e-05,0.072197,9.451,9.9,-2.721,0.00216,0.00195,0.0725,0.148,0.135
2758,C12(OC(C(CC1)CC2)(C)C)C ,3.13,2.74,174.13,8.14,1.56,208.0,332.1,0.000131,0.000204,221.2,2.345,-0.0411,0.0023,0.4739,0.9636,0.0,,,29.84,1.475,7.878,190.1,0.11,3.76,5.19,9.05,1.55,17.9,80.3,0.23,4481,62650,281050,805,348986,33.4,607576,17904,329725,6248,115069,10878,200333,0.4825,0.4105,2.4254,3.3086,NO ,9.05,0.11,3.76,5.19,1.9,551.66,5.087,,-2.347,1.18e-08,3e-08,4.28e-07,9.47e-07,2.4e-06
2879,C1=CC(=CC=C1O)C ,2.06,1.94,190.8,15.69,0.124,16.53,9246.0,7.05e-07,6.19e-07,300.4,2.478,0.8665,0.9507,0.26,0.2276,0.0,24.33,,8.851,0.947,609.9,6741.0,0.09,2.1,0.06,2.25,0.519,25.6,73.5,0.334,351,25600,73500,334,99785,19.2,348485,5311,52258,530,5215,1851,18211,0.529,0.6637,2.9417,3.6629,YES ,2.25,0.09,2.1,0.06,0.14,15717.0,6.328,,-4.388,1.61e-07,5.22e-07,5.8e-06,1.29e-05,4.18e-05
2969,C(CCCCCCCCC)(=O)O ,4.02,4.09,278.75,62.7,0.00878,1.171,47.89,4.66e-06,5.28e-06,96.13,1.983,0.8467,0.9548,0.957,,0.0,,,3.162,0.5,574.8,6381.0,0.35,33.97,0.05,34.38,2.78,28.8,68.3,0.142,7679,18720,44395,92,70887,11.9,216667,1897,818000,134,57985,411,177233,0.7765,0.895,3.4814,4.2538,YES ,34.38,0.35,33.97,0.05,0.000428,111.89,8.351,,-4.261,5.26e-05,5.51e-05,0.0019,0.00419,0.00439
3102,C(C1=CC=CC=C1)(=O)C2=CC=CC=C2 ,3.15,3.18,299.49,63.55,0.000906,0.1208,103.3,,1.94e-06,1137.0,3.056,0.9238,0.9725,3.009,,0.0,,,15.14,1.18,408.8,4572.0,0.14,7.4,0.1,7.65,3.13,23.4,72.5,0.927,25145,23400,72500,927,121972,20.8,378788,9084,636000,1108,77574,3441,240909,0.3699,0.3318,2.818,3.5724,NO ,7.65,0.14,7.4,0.1,0.00324,137.0,7.281,,-4.101,6.94e-06,4.69e-06,0.000251,0.000555,0.000375
3314,C1(=CC(=CC=C1O)CC=C)OC ,2.73,2.27,264.26,60.57,0.00948,1.264,754.0,,4.81e-08,682.8,2.834,0.9718,0.988,0.1646,,0.955,,,14.61,1.165,378.3,4235.0,0.1,2.49,0.11,2.7,0.336,24.9,74.1,0.636,165,24900,74100,636,99801,19.2,349242,8766,111725,875,11150,3061,39019,0.471,0.4843,2.7597,3.6591,NO ,2.7,0.1,2.49,0.11,0.0226,979.83,6.36,,-4.09,9.96e-07,5.62e-07,3.6e-05,7.96e-05,4.5e-05
3776,C(C)(C)O ,0.28,0.05,66.97,-89.16,49.6,6613.0,402000.0,1.14e-05,7.52e-06,1.53,0.185,0.8777,0.9635,1.472,2.11,0.0,,,3.162,0.5,56.83,684.9,0.09,1.75,0.45,2.3,4.58,45.2,50.1,0.0856,26678,45200,50100,86,122063,14.4,262121,1897,673,232,82,497,176,0.6446,0.8499,3.2263,3.8905,YES ,2.3,0.09,1.75,0.45,45.4,287000.0,3.53,3.41,-3.48,4.96e-10,6.31e-10,1.79e-08,3.96e-08,5.05e-08
3893,C(CCCCCCCCCCC)(=O)O ,5.0,4.6,308.82,81.92,0.00141,0.188,12.76,9.3e-06,9.31e-06,319.3,2.504,0.8333,0.9341,0.7639,,0.0,,,3.162,0.5,90.55,1106.0,0.56,60.54,0.19,61.28,2.5,27.5,69.7,0.291,5555,17875,45305,189,68924,11.8,213636,1897,920000,131,63410,405,196545,0.7919,0.8995,3.4194,4.2134,YES ,61.28,0.56,60.54,0.19,2.42e-05,10.972,8.02,,-3.42,0.00093,2.57e-05,0.0325,0.0692,0.00205
4133,C(C1=CC=CC=C1O)(=O)OC ,2.6,2.55,252.18,51.47,0.0534,7.119,1875.0,2.23e-09,4.55e-06,88.05,1.945,0.9651,0.9971,0.9667,,0.0,,2007.0,22.36,1.349,8.62,197.5,0.1,3.04,4.73,7.87,2.98,26.5,70.4,0.143,8312,26500,70400,143,105355,15.8,287121,13416,212888,1413,22429,3852,61125,0.7007,0.8275,3.0595,3.8969,YES ,7.87,0.1,3.04,4.73,0.0343,4250.6,4.947,,-2.397,6.56e-07,2.17e-08,2.37e-05,5.25e-05,1.74e-06
5541,CC(OCC(OC(C)=O)COC(C)=O)=O ,0.36,0.25,238.15,-37.29,0.00524,0.6986,21500.0,5.11e-11,1.75e-09,40.73,1.61,1.1662,1.0,1.259,,0.0,,130.0,3.162,0.5,70300.0,767000.0,0.09,1.76,0.0,1.85,0.214,23.6,76.1,0.083,769,23600,76100,83,100552,27.9,507576,1897,1067,191,107,963,542,1.1436,0.9877,3.1376,4.2198,YES ,1.85,0.09,1.76,0.0,0.00829,56100.0,6.549,,-6.299,2.71e-06,8.69e-07,9.8e-05,0.000217,6.95e-05
5610,NCCC1=CC=C(C=C1)O ,0.86,,258.99,60.21,0.000247,0.03293,617000.0,2.23e-11,8.45e-11,639.9,2.806,1.0065,0.9748,0.1454,,0.0,,,3.162,0.5,30800000.0,336000000.0,0.09,1.78,0.0,1.88,0.000391,16.5,83.1,0.399,0,16500,83100,399,99999,32.4,589394,1897,4347,190,435,1118,2562,0.4281,0.3905,2.902,3.6643,NO ,1.88,0.09,1.78,0.0,0.00673,325000.0,9.322,,-8.462,3.34e-06,0.000515,0.000121,0.000267,0.0396
5779,C(C1C(C(C(O1)O)O)O)O ,-2.43,-2.32,331.02,100.07,9.66e-07,0.0001288,1000000.0,6e-22,2e-13,10.0,1.0,0.9636,0.872,0.1731,,0.0,,,3.162,0.5,3590000000.0,39100000000.0,0.09,1.75,0.0,1.85,7.7e-06,28.1,71.8,0.0592,0,18265,46670,38,64973,17.3,313636,1897,3,123,0,595,1,1.0107,0.8821,3.4986,4.1392,YES ,1.85,0.09,1.75,0.0,4.6e-06,1000000.0,8.767,,-11.087,0.00489,0.000144,0.15,0.281,0.0114
5780,C(C(C(C(C(CO)O)O)O)O)O ,-3.01,-2.2,389.71,138.97,1.31e-09,1.75e-07,1000000.0,2.94e-29,7.26e-13,10.0,1.0,1.6132,0.9992,0.214,,0.0,,,3.162,0.5,1090000000.0,11900000000.0,0.09,1.75,0.0,1.85,0.00411,24.4,75.6,0.0362,3,4880,15120,7,20010,5.3,95455,1897,4,38,0,181,0,1.0331,0.9771,3.7564,4.3616,YES ,1.85,0.09,1.75,0.0,6.94e-08,1000000.0,7.428,,-10.528,0.324,6.58e-06,0.921,0.963,0.000526
5862,NC(CS)C(=O)O ,-3.05,-2.49,348.64,199.27,6.73e-07,8.97e-05,113000.0,,5.3e-11,2.632,0.42,0.9164,0.9544,0.1343,,0.0,,,3.162,0.5,12200000.0,133000000.0,0.09,1.75,0.0,1.85,0.00186,32.1,67.8,0.0588,1,20865,44070,38,64974,16.5,300000,1897,2,123,0,569,1,0.5649,0.5518,3.3205,4.1018,YES ,1.85,0.09,1.75,0.0,0.000142,151000.0,6.174,,-8.664,0.000158,3.66e-07,0.00569,0.0125,2.93e-05
5950,NC(C)C(=O)O ,-2.99,-2.85,380.28,244.05,2.68e-08,3.57e-06,359000.0,,1.49e-09,1.38,0.14,0.9317,0.9706,0.3037,,0.0,,,3.162,0.5,371000.0,4050000.0,0.09,1.75,0.0,1.85,0.0605,33.5,66.3,0.0598,54,21775,43095,39,64963,15.9,289394,1897,1,123,0,549,0,0.6113,0.6733,3.3913,4.148,YES ,1.85,0.09,1.75,0.0,2.49e-05,445000.0,4.255,,-7.215,0.000904,4.42e-09,0.0316,0.0674,3.53e-07
5960,NC(CC(=O)O)C(=O)O ,-4.32,-3.89,347.74,218.2,2.62e-07,3.49e-05,1000000.0,,1.11e-14,7.353,0.866,0.9834,0.9711,0.2705,,0.0,,,3.162,0.5,60900000000.0,664000000000.0,0.09,1.75,0.0,1.85,3.86e-07,29.3,70.7,0.0587,0,19045,45955,38,65038,17.0,309848,1897,0,123,0,588,0,0.7105,0.7306,3.6587,4.4701,YES ,1.85,0.09,1.75,0.0,0.000149,611000.0,8.453,,-12.343,0.000151,6.97e-05,0.00542,0.0119,0.00554
5961,NC(CCC(N)=O)C(=O)O ,-4.49,-3.64,388.35,288.46,3.35e-07,4.47e-05,42200.0,,3.01e-16,10.0,1.0,1.1146,0.9954,0.235,,0.0,,,3.162,0.5,2350000000000.0,25700000000000.0,0.09,1.75,0.0,1.85,6.46e-09,30.6,69.4,0.0688,0,30600,69400,69,100069,26.7,484848,1897,0,190,0,920,0,0.6666,0.6903,3.211,4.2712,YES ,1.85,0.09,1.75,0.0,1.59e-05,1000000.0,10.27,,-13.91,0.00142,0.00457,0.0486,0.102,0.268
5962,NC(CCCCN)C(=O)O ,-2.99,-3.05,445.86,299.05,4.6e-09,6.13e-07,270000.0,,3.59e-13,10.0,1.0,1.0583,0.978,0.1444,,0.0,,,3.162,0.5,1970000000.0,21500000000.0,0.09,1.75,0.0,1.85,1.63e-05,28.1,71.8,0.0592,0,18265,46670,38,64973,17.3,313636,1897,1,123,0,595,0,0.672,0.6199,3.2896,4.1089,YES ,1.85,0.09,1.75,0.0,4.91e-07,1000000.0,7.783,,-10.833,0.0458,1.49e-05,0.623,0.786,0.00119
6050,O=C(OCC(COC(CCC)=O)OC(CCC)=O)CCC ,3.31,,330.46,23.47,0.00131,0.1747,17.74,4.06e-10,9.59e-09,1711.0,3.233,1.1261,1.0,0.7989,,0.0,,250.6,70.9,1.851,2510000.0,27400000.0,0.15,9.23,0.0,9.38,0.007,16.1,83.0,0.913,16,16100,83000,913,100029,32.7,594697,42540,662000,4255,66219,25298,393689,1.1897,0.9893,2.9516,4.0984,YES ,9.38,0.15,9.23,0.0,0.00131,46.614,9.717,,-6.407,1.72e-05,0.00128,0.00062,0.00137,0.0928
6054,C1(=CC=CC=C1)CCO ,1.57,1.36,224.85,5.81,0.0243,3.24,22000.0,1.02e-07,2.89e-07,39.1,1.592,1.0309,0.9916,1.053,,0.0,,,2.036,0.309,2529.0,27700.0,0.09,1.85,0.01,1.95,1.49,29.1,69.3,0.101,4512,29100,69300,101,103013,20.1,365152,1222,13745,126,1416,446,5019,0.5446,0.7127,3.0363,3.7373,YES ,1.95,0.09,1.85,0.01,0.0868,10603.0,6.34,,-4.98,2.59e-07,5.37e-07,9.36e-06,2.07e-05,4.3e-05
6057,NC(CC1=CC=C(C=C1)O)C(=O)O ,-1.76,-2.26,384.29,248.95,1.85e-09,2.47e-07,97100.0,,1.25e-14,69.42,1.841,1.0583,0.9753,0.1336,,0.0,,,3.162,0.5,63100000000.0,688000000000.0,0.09,1.75,0.0,1.85,9.23e-07,20.6,79.3,0.0958,0,20600,79300,96,99996,30.5,554545,1897,3,190,0,1052,2,0.3783,0.2478,3.1693,3.9863,NO ,1.85,0.09,1.75,0.0,4.54e-06,94372.0,10.252,,-12.292,0.00496,0.00439,0.152,0.284,0.26
6106,NC(CC(C)C)C(=O)O ,-1.59,-1.52,408.1,262.22,5.52e-09,7.36e-07,15400.0,,3.49e-09,7.353,0.866,0.9116,0.9478,0.2529,,0.0,,,3.162,0.5,192000.0,2100000.0,0.09,1.75,0.0,1.85,0.166,30.6,69.1,0.0615,125,19890,44915,40,64970,15.5,282576,1897,18,123,1,536,5,0.4852,0.4645,3.2983,4.0873,NO ,1.85,0.09,1.75,0.0,5.28e-06,26857.0,5.326,,-6.846,0.00426,5.2e-08,0.133,0.254,4.16e-06
6137,NC(CCSC)C(=O)O ,-2.41,-1.87,364.88,217.01,5.84e-07,7.79e-05,25700.0,,2.11e-11,8.742,0.942,0.903,0.9336,0.2085,,0.0,,,3.162,0.5,33900000.0,370000000.0,0.09,1.75,0.0,1.85,0.000712,28.6,71.3,0.059,0,18590,46345,38,64974,17.2,312121,1897,8,123,1,592,3,0.5313,0.4618,3.2585,4.0613,YES ,1.85,0.09,1.75,0.0,5.84e-05,49947.0,7.194,,-9.064,0.000385,3.84e-06,0.0137,0.0299,0.000307
6140,NC(CC1=CC=CC=C1)C(=O)O ,-1.28,-1.38,392.57,248.87,2.62e-07,3.49e-05,9357.0,,1.21e-10,54.05,1.733,1.0782,0.9918,0.2422,,0.0,,,3.162,0.5,6270000.0,68400000.0,0.09,1.75,0.0,1.85,0.00231,21.6,78.3,0.0875,2,21600,78300,88,99989,30.0,545455,1897,25,190,3,1035,14,0.3699,0.2656,3.1703,3.9746,NO ,1.85,0.09,1.75,0.0,1.26e-05,3026.8,6.869,,-8.309,0.00179,1.82e-06,0.0606,0.125,0.000145
6184,C(CCCCC)=O ,1.8,1.78,132.2,-55.13,9.57,1276.0,3527.0,0.000239,0.000211,5.956,0.775,1.0929,1.0,0.371,0.3374,0.0,,,6.941,0.841,3.772,125.1,0.09,1.84,9.26,11.19,3.92,45.1,50.9,0.0882,3914,29315,33085,57,66371,6.4,115909,4165,36154,276,2400,483,4191,1.0236,0.9839,3.2985,4.1689,YES ,11.19,0.09,1.84,9.26,11.3,7706.6,3.84,4.41,-2.06,1.99e-09,6.31e-09,7.19e-08,1.59e-07,5.05e-07
6213,CS(=O)(=O)C ,-1.11,-1.41,144.57,-20.05,0.00735,0.9799,1000000.0,,6.24e-06,2.132,0.329,0.7027,0.8419,5.041,,0.0,,,3.162,0.5,92.02,1085.0,0.09,1.75,0.35,2.19,6.3,43.7,49.9,0.0838,63000,43700,49900,84,156684,15.2,275758,1897,23,297,4,523,6,0.4329,0.4619,2.9912,3.7119,NO ,2.19,0.09,1.75,0.35,0.0491,1000000.0,2.183,,-3.593,4.58e-07,3.74e-11,1.66e-05,3.67e-05,2.99e-09
6274,NC(CC1=CN(H)C=N1)C(=O)O ,-3.22,-3.32,425.71,255.52,2.43e-09,3.24e-07,419000.0,,8.4e-14,10.0,1.0,0.9549,0.9583,0.08306,,0.0,,,3.162,0.5,8680000000.0,94700000000.0,0.09,1.75,0.0,1.85,5.27e-06,30.6,69.4,0.0688,0,30600,69400,69,100069,26.7,484848,1897,0,190,0,920,0,0.3751,0.2521,3.1705,3.9842,NO ,1.85,0.09,1.75,0.0,1.96e-06,327000.0,8.144,,-11.464,0.0115,3.42e-05,0.293,0.479,0.00273
6276,C(CCCC)O ,1.33,1.51,136.95,-49.96,2.65,353.3,20900.0,1.38e-05,1.33e-05,6.325,0.801,0.9727,0.9912,1.288,0.9636,0.0,,,4.606,0.663,43.24,550.5,0.09,1.87,0.72,2.69,3.86,38.8,57.3,0.0764,10733,25220,37245,50,73248,10.0,181061,2764,19416,202,1422,500,3515,0.8091,0.9383,3.4627,4.1191,YES ,2.69,0.09,1.87,0.72,2.2,21200.0,4.785,4.69,-3.275,1.02e-08,1.2e-08,3.69e-07,8.18e-07,9.62e-07
6287,NC(C(C)C)C(=O)O ,-2.08,-2.26,396.49,252.07,9.14e-09,1.22e-06,74500.0,,2.63e-09,4.117,0.615,0.9183,0.9568,0.2616,,0.0,,,3.162,0.5,241000.0,2630000.0,0.09,1.75,0.0,1.85,0.122,32.0,67.8,0.0604,95,20800,44070,39,65004,15.6,284091,1897,3,123,0,539,1,0.4775,0.4584,3.3293,4.1076,NO ,1.85,0.09,1.75,0.0,1.01e-05,82597.0,4.709,,-6.969,0.00223,1.26e-08,0.0745,0.151,1e-06
6322,NC(CCCNC(N)=N)C(=O)O ,-4.0,-4.2,430.55,296.81,1.33e-08,1.77e-06,1000000.0,,1.83e-18,10.24,1.01,0.8911,0.9079,0.07884,,0.0,,,3.162,0.5,422000000000000.0,4610000000000000.0,0.09,1.75,0.0,1.85,4.43e-11,30.4,69.5,0.0688,0,30400,69500,69,99969,26.7,485606,1897,0,190,0,921,0,0.5059,0.3859,3.2032,4.0253,YES ,1.85,0.09,1.75,0.0,1.49e-06,1000000.0,11.926,,-16.126,0.0151,0.207,0.353,0.547,0.943
6374,C(I)(I)I ,3.03,,252.12,10.3,0.0237,3.16,8.583,,3.06e-05,31.82,1.503,0.5601,0.0703,37.03,,0.0,,4660000000.0,46.66,1.669,39.99,602.6,0.12,5.77,1.58,7.47,5.92,31.9,62.1,0.109,59200,111650,217350,382,388582,28.9,525000,27996,606000,10879,235480,14698,318150,-0.5099,0.0001,2.3291,3.2797,NO ,7.47,0.12,5.77,1.58,0.203,121.31,5.933,,-2.903,1.11e-07,2.1e-07,4e-06,8.87e-06,1.68e-05
6386,C(C)(C)(C)O ,0.73,0.35,70.42,-73.81,46.9,6253.0,218000.0,1.04e-05,9.99e-06,2.111,0.324,0.5283,0.558,6.327,9.55,0.0,,,3.162,0.5,56.58,689.4,0.09,1.76,0.51,2.35,7.78,43.3,48.9,0.083,77800,43300,48900,83,170083,15.2,275758,1897,1343,323,228,523,370,0.5605,0.6991,2.8232,3.5874,YES ,2.35,0.09,1.76,0.51,41.1,151000.0,3.782,3.5,-3.432,5.47e-10,7.76e-10,1.98e-08,4.38e-08,6.21e-08
6448,C(C)(=O)OC1CC2CCC1(C2(C)C)C ,3.86,4.3,225.89,34.11,0.107,14.27,9.721,9.52e-05,0.000437,423.7,2.627,0.4604,0.7015,1.382,0.7695,0.0,,840.2,319.3,2.504,10.05,227.1,0.43,44.17,2.5,47.09,1.08,16.0,82.6,0.376,2417,56000,289100,1316,348833,37.4,679545,191580,860000,66829,299996,130187,584409,0.6929,0.6528,2.4814,3.4866,NO ,47.09,0.43,44.17,2.5,0.25,42.514,6.048,,-1.748,9e-08,2.74e-07,3.25e-06,7.2e-06,2.19e-05
6501,C2=C(C1(C(C(OCC)=O)O1)C)C=CC=C2 ,3.0,,279.16,67.05,0.00317,0.4226,111.3,,2.88e-07,149.6,2.175,0.4203,0.6913,1.599,,0.0,,7461.0,44.34,1.647,2921.0,32000.0,0.12,5.57,0.02,5.7,0.81,20.2,78.8,0.185,3646,70700,275800,648,350793,47.1,856061,26604,600000,9333,210476,22775,513636,0.6152,0.562,2.6848,3.6208,NO ,5.7,0.12,5.57,0.02,0.00788,811.4,7.929,,-4.929,2.86e-06,2.08e-05,0.000103,0.000228,0.00166
6505,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C ,4.29,,410.75,94.35,4.55e-06,0.0006066,0.6464,,3.78e-10,87700.0,4.943,1.394,1.0,0.7399,,0.0,,1394.0,13.2,1.121,3110000.0,33900000.0,0.44,44.29,0.0,44.73,0.00949,13.4,67.6,19.0,20,8710,43940,12350,65020,23.4,425000,7920,858000,515,55788,3366,364650,1.5025,0.9972,3.5535,4.8367,YES ,44.73,0.44,44.29,0.0,4.55e-06,2.4396,12.101,,-7.811,0.00495,0.31,0.152,0.283,0.961
6506,C(CC(O)(C(=O)OCC)CC(=O)OCC)(=O)OCC ,0.33,,324.77,22.72,0.000198,0.0264,28200.0,,6.39e-10,21.02,1.323,0.9546,0.9999,1.46,,0.0,,5947.0,3.162,0.5,253000.0,2770000.0,0.09,1.76,0.0,1.86,0.0756,26.6,73.3,0.0721,312,26600,73300,72,100284,27.7,503030,1897,1283,190,129,954,645,1.2373,0.9889,2.7971,3.9826,YES ,1.86,0.09,1.76,0.0,0.000687,62059.0,7.134,,-6.804,3.28e-05,3.34e-06,0.00118,0.00261,0.000267
6544,O=C1CC(CC(=C1)C)(C)C ,2.62,1.7,201.44,17.38,0.249,33.2,3010.0,9.3e-06,6.62e-05,65.15,1.814,0.5046,0.2441,0.1326,,0.155,,,6.147,0.789,104.9,1243.0,0.09,1.95,0.37,2.41,0.109,27.4,72.4,0.137,43,95900,253400,479,349823,34.3,623485,3688,30071,1290,10520,2300,18749,0.5332,0.5813,2.6591,3.4727,NO ,2.41,0.09,1.95,0.37,0.438,369.88,5.266,,-3.566,5.14e-08,4.53e-08,1.86e-06,4.11e-06,3.62e-06
6549,C=CC(O)(C)CCC=C(C)C ,3.38,2.97,204.05,-11.39,0.0832,11.09,683.7,,4.23e-05,75.25,1.877,0.4902,0.288,0.0894,0.06685,0.02654,0.02665,,42.33,1.627,35.09,486.9,0.12,5.28,1.13,6.54,0.0342,25.8,74.0,0.142,2,90300,259000,497,349799,33.0,600000,25398,559953,8884,195871,15239,335972,0.4457,0.3782,2.6462,3.4717,NO ,6.54,0.12,5.28,1.13,0.16,709.26,6.026,,-3.056,1.41e-07,2.61e-07,5.08e-06,1.12e-05,2.08e-05
6560,CC(CO)C ,0.77,0.76,99.58,-74.01,13.4,1787.0,97100.0,1.17e-05,9.99e-06,2.919,0.465,0.871,0.9558,1.554,,0.0,,,3.162,0.5,52.42,644.0,0.09,1.77,0.55,2.41,3.86,44.2,51.9,0.0863,303,44200,51900,86,96490,14.4,262121,1897,3453,183,333,497,905,0.6523,0.853,3.1953,3.8702,YES ,2.41,0.09,1.77,0.55,10.5,103000.0,4.158,3.93,-3.398,2.14e-09,2.09e-09,7.74e-08,1.71e-07,1.67e-07
6561,C(C(C)C)=O ,0.74,,69.83,-92.1,164.0,21900.0,31200.0,0.000186,0.00012,1.508,0.178,0.9978,0.9999,0.4595,0.4067,0.0,,,3.162,0.5,3.629,110.8,0.09,1.65,8.08,9.82,4.08,52.3,43.5,0.099,306,52300,43500,99,96205,7.9,143939,1897,3297,183,317,273,475,0.8592,0.958,3.0621,3.9403,YES ,9.82,0.09,1.65,8.08,173.0,110000.0,2.873,,-2.133,1.3e-10,1.83e-10,4.7e-09,1.04e-08,1.47e-08
6569,CC(CC)=O ,0.26,0.29,70.36,-80.48,98.5,13100.0,76100.0,5.6e-05,6.58e-05,4.51,0.654,0.72,0.8223,8.025,9.301,0.0,,,3.162,0.5,9.604,176.0,0.09,1.72,2.95,4.75,11.6,41.1,47.2,0.083,925,41100,47200,83,89308,13.1,237879,1897,1170,169,104,451,278,0.6656,0.8514,3.0173,3.7215,YES ,4.75,0.09,1.72,2.95,90.6,96451.0,2.923,2.71,-2.633,2.48e-10,1.26e-10,8.97e-09,1.99e-08,1.01e-08
6584,C(C)(=O)OC ,0.37,0.18,52.62,-95.1,52.7,7026.0,93900.0,0.000117,0.000175,3.064,0.486,0.8865,0.9976,41.18,31.37,0.0,,627.2,3.162,0.5,5.26,129.6,0.09,1.68,5.52,7.29,18.5,41.2,40.2,0.0808,1478,41200,40200,81,82959,11.5,209849,1897,908,157,75,398,191,0.8363,0.9464,3.1757,3.9698,YES ,7.29,0.09,1.68,5.52,216.0,113000.0,2.508,2.31,-2.328,1.04e-10,5.01e-11,3.76e-09,8.33e-09,4.01e-09
6590,C(C(C)C)(=O)O ,1.0,0.94,153.79,-8.29,3.27,436.0,49200.0,9.09e-07,9.65e-07,2.252,0.353,0.7783,0.9169,4.631,5.348,0.0,,,3.162,0.5,621.9,6864.0,0.09,1.79,0.05,1.93,6.8,37.9,55.2,0.0688,541,24635,35880,45,61101,11.5,209849,1897,5226,116,319,398,1097,0.5813,0.7419,3.3691,4.1062,YES ,1.93,0.09,1.79,0.05,1.81,160000.0,5.382,,-4.442,1.24e-08,5.92e-08,4.49e-07,9.94e-07,4.73e-06
6658,C(C(=C)C)(=O)OC ,1.28,1.38,93.93,-79.63,36.7,4893.0,7747.0,0.000294,0.000145,9.14,0.961,0.8741,0.9966,0.5831,0.4114,1.007,,23600.0,3.78,0.577,2.858,115.1,0.08,1.65,12.82,14.55,3.5,49.2,47.2,0.109,263,49200,47200,109,96772,7.3,132576,2268,14393,219,1393,301,1908,0.7712,0.8982,3.1181,3.9323,YES ,14.55,0.08,1.65,12.82,38.5,21850.0,3.265,,-1.885,5.84e-10,4.52e-10,2.11e-08,4.68e-08,3.61e-08
6669,CC(C1=C(C(=C(C(=C1N(=O)=O)C)C(C)=O)C)N(=O)=O)(C)C ,4.31,4.3,401.75,159.51,5.84e-07,7.79e-05,1.148,1.9e-09,4.8e-10,2495.0,3.397,-0.0704,0.0007,8.274,,0.0,,,82.99,1.919,529000.0,5770000.0,0.44,44.83,0.0,45.27,0.00953,8.8,89.6,1.55,1,52800,537600,9300,599701,119.6,1000000,49794,860000,29862,515743,49794,860000,-0.2687,0.0001,1.8253,2.8936,NO ,45.27,0.44,44.83,0.0,7.54e-06,3.8966,12.007,,-7.707,0.00298,0.249,0.0973,0.193,0.952
